,Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date,Revenue Rating
2124,TXN_6152588,Coffee,3,2.0,6.0,Cash,Takeaway,2023-11-21,Low
2125,TXN_4564556,Coffee,3,2.0,6.0,Credit Card,Unknown,2023-11-21,Low
2126,TXN_9590819,Coffee,3,2.0,6.0,Unknown,In-Store,2023-11-21,Low
2127,TXN_1191659,Coffee,4,2.0,0.0,Credit Card,In-Store,2023-11-21,Low
2128,TXN_2073001,Coffee,2,2.0,4.0,Digital Wallet,Unknown,2023-11-22,Low
2129,TXN_2205071,Coffee,5,2.0,10.0,Credit Card,In-Store,2023-11-23,High
2130,TXN_9363711,Coffee,5,2.0,10.0,Digital Wallet,Takeaway,2023-11-23,High
2131,TXN_3152531,Coffee,3,2.0,6.0,Credit Card,Unknown,2023-11-24,Low
2132,TXN_8046057,Coffee,1,2.0,2.0,Credit Card,In-Store,2023-11-24,Low
2133,TXN_8799945,Coffee,2,0.0,4.0,Cash,Unknown,2023-11-24,Low
2134,TXN_2828596,Coffee,0,2.0,4.0,Unknown,Unknown,2023-11-25,Low
2135,TXN_1074435,Coffee,1,2.0,2.0,Unknown,In-Store,2023-11-25,Low
2136,TXN_5031020,Coffee,5,2.0,10.0,Unknown,Unknown,2023-11-25,High
2137,TXN_6345733,Coffee,1,2.0,2.0,Unknown,In-Store,2023-11-26,Low
2138,TXN_4242676,Coffee,5,2.0,0.0,Credit Card,Takeaway,2023-11-26,Low
2139,TXN_7014091,Coffee,5,2.0,10.0,Cash,In-Store,2023-11-26,High
2140,TXN_7598654,Coffee,3,2.0,6.0,Credit Card,Unknown,2023-11-26,Low
2141,TXN_7127903,Coffee,5,2.0,10.0,Unknown,In-Store,2023-11-27,High
2142,TXN_2726078,Coffee,3,2.0,6.0,Digital Wallet,Unknown,2023-11-27,Low
2143,TXN_2716940,Coffee,1,2.0,2.0,Unknown,Unknown,2023-11-27,Low
2144,TXN_2147448,Coffee,4,2.0,8.0,Credit Card,In-Store,2023-11-27,Low
2145,TXN_4773465,Coffee,5,2.0,0.0,Digital Wallet,Takeaway,2023-11-28,Low
2146,TXN_9128859,Coffee,2,2.0,4.0,Unknown,Takeaway,2023-11-28,Low
2147,TXN_2496907,Coffee,2,2.0,4.0,Credit Card,Unknown,2023-11-28,Low
2148,TXN_5395229,Coffee,5,2.0,10.0,Cash,Unknown,2023-11-29,High
2149,TXN_1783857,Coffee,2,0.0,4.0,Digital Wallet,In-Store,2023-11-29,Low
2150,TXN_4432546,Coffee,2,2.0,4.0,Digital Wallet,Unknown,2023-11-29,Low
2151,TXN_6383779,Coffee,1,2.0,2.0,Unknown,Unknown,2023-11-29,Low
2152,TXN_4773210,Coffee,1,2.0,2.0,Credit Card,Unknown,2023-11-29,Low
2153,TXN_8654093,Coffee,3,2.0,6.0,Digital Wallet,Unknown,2023-11-29,Low
2154,TXN_1694090,Coffee,4,2.0,8.0,Digital Wallet,Unknown,2023-11-30,Low
2155,TXN_2851804,Coffee,3,2.0,6.0,Unknown,Unknown,2023-11-30,Low
2156,TXN_9596023,Coffee,5,2.0,10.0,Digital Wallet,Takeaway,2023-11-30,High
2157,TXN_9690114,Coffee,0,2.0,4.0,Credit Card,Takeaway,2023-12-01,Low
2158,TXN_9781961,Coffee,1,2.0,2.0,Credit Card,In-Store,2023-12-01,Low
2159,TXN_3518789,Coffee,2,2.0,4.0,Digital Wallet,Takeaway,2023-12-01,Low
2160,TXN_7299015,Coffee,5,2.0,10.0,Unknown,Takeaway,2023-12-02,High
2161,TXN_4341764,Coffee,2,2.0,4.0,Cash,Unknown,2023-12-02,Low
2162,TXN_6264113,Coffee,4,2.0,8.0,Unknown,Unknown,2023-12-02,Low
2163,TXN_1856153,Coffee,5,2.0,10.0,Credit Card,Unknown,2023-12-02,High
2164,TXN_7383137,Coffee,2,2.0,4.0,Credit Card,In-Store,2023-12-02,Low
2165,TXN_7687146,Coffee,1,2.0,2.0,Digital Wallet,Takeaway,2023-12-02,Low
2166,TXN_5997803,Coffee,5,2.0,10.0,Unknown,In-Store,2023-12-03,High
2167,TXN_3101575,Coffee,0,2.0,4.0,Unknown,Takeaway,2023-12-03,Low
2168,TXN_6416741,Coffee,0,2.0,8.0,Cash,Unknown,2023-12-03,Low
2169,TXN_9042309,Coffee,2,2.0,4.0,Cash,Unknown,2023-12-03,Low
2170,TXN_1396019,Coffee,4,2.0,8.0,Cash,In-Store,2023-12-03,Low
2171,TXN_3648160,Coffee,5,2.0,10.0,Unknown,Takeaway,2023-12-03,High
2172,TXN_3203928,Coffee,3,2.0,6.0,Unknown,In-Store,2023-12-04,Low
2173,TXN_6324434,Coffee,4,2.0,8.0,Cash,Takeaway,2023-12-04,Low
2174,TXN_4528522,Coffee,5,2.0,10.0,Digital Wallet,Takeaway,2023-12-04,High
2175,TXN_4699706,Coffee,5,2.0,10.0,Unknown,In-Store,2023-12-04,High
2176,TXN_5732615,Coffee,0,2.0,4.0,Cash,Takeaway,2023-12-05,Low
2177,TXN_5618976,Coffee,2,2.0,4.0,Cash,Takeaway,2023-12-05,Low
2178,TXN_9914747,Coffee,5,2.0,10.0,Unknown,Unknown,2023-12-05,High
2179,TXN_9639025,Coffee,5,2.0,10.0,Unknown,Unknown,2023-12-06,High
2180,TXN_8777692,Coffee,4,2.0,8.0,Credit Card,In-Store,2023-12-06,Low
2181,TXN_5824950,Coffee,1,2.0,2.0,Credit Card,In-Store,2023-12-06,Low
2182,TXN_7543921,Coffee,3,2.0,6.0,Cash,In-Store,2023-12-06,Low
2183,TXN_7105069,Coffee,1,2.0,0.0,Cash,Takeaway,2023-12-06,Low
2184,TXN_9816901,Coffee,2,2.0,4.0,Cash,Unknown,2023-12-07,Low
2185,TXN_3830605,Coffee,0,2.0,2.0,Unknown,Takeaway,2023-12-07,Low
2186,TXN_9608095,Coffee,1,2.0,2.0,Credit Card,In-Store,2023-12-07,Low
2187,TXN_2102950,Coffee,5,2.0,10.0,Digital Wallet,Takeaway,2023-12-07,High
2188,TXN_4936135,Coffee,4,2.0,8.0,Cash,In-Store,2023-12-08,Low
2189,TXN_1582958,Coffee,2,2.0,4.0,Cash,Unknown,2023-12-08,Low
2190,TXN_7102166,Coffee,4,2.0,8.0,Unknown,Unknown,2023-12-08,Low
2191,TXN_6897172,Coffee,4,2.0,8.0,Digital Wallet,Unknown,2023-12-08,Low
2192,TXN_4130343,Coffee,4,2.0,8.0,Credit Card,In-Store,2023-12-08,Low
2193,TXN_3748616,Coffee,2,2.0,4.0,Credit Card,In-Store,2023-12-09,Low
2194,TXN_6915192,Coffee,4,2.0,8.0,Unknown,In-Store,2023-12-09,Low
2195,TXN_3291149,Coffee,5,2.0,10.0,Unknown,Unknown,2023-12-09,High
2196,TXN_8417552,Coffee,1,2.0,2.0,Unknown,Takeaway,2023-12-09,Low
2197,TXN_4634894,Coffee,1,2.0,2.0,Unknown,Unknown,2023-12-09,Low
2198,TXN_4321368,Coffee,4,2.0,8.0,Unknown,Takeaway,2023-12-09,Low
2199,TXN_7963324,Coffee,3,2.0,6.0,Unknown,Takeaway,2023-12-09,Low
2200,TXN_2950680,Coffee,2,2.0,4.0,Credit Card,Takeaway,2023-12-10,Low
2201,TXN_7952916,Coffee,4,2.0,8.0,Unknown,Unknown,2023-12-10,Low
2202,TXN_9254064,Coffee,2,2.0,4.0,Cash,Takeaway,2023-12-10,Low
2203,TXN_1874601,Coffee,4,2.0,8.0,Unknown,Unknown,2023-12-10,Low
2204,TXN_1154979,Coffee,3,2.0,6.0,Credit Card,In-Store,2023-12-11,Low
2205,TXN_2096922,Coffee,3,2.0,6.0,Digital Wallet,Takeaway,2023-12-11,Low
2206,TXN_5118667,Coffee,4,2.0,8.0,Cash,In-Store,2023-12-12,Low
2207,TXN_5570967,Coffee,1,2.0,2.0,Credit Card,In-Store,2023-12-12,Low
2208,TXN_9146123,Coffee,2,2.0,4.0,Digital Wallet,Unknown,2023-12-12,Low
2209,TXN_7303706,Coffee,2,2.0,4.0,Cash,In-Store,2023-12-14,Low
2210,TXN_3879052,Coffee,3,2.0,6.0,Credit Card,Unknown,2023-12-14,Low
2211,TXN_3380698,Coffee,3,2.0,6.0,Credit Card,Takeaway,2023-12-15,Low
2212,TXN_7688625,Coffee,1,2.0,2.0,Credit Card,In-Store,2023-12-15,Low
2213,TXN_7629728,Coffee,4,2.0,8.0,Digital Wallet,In-Store,2023-12-15,Low
2214,TXN_4442954,Coffee,2,2.0,4.0,Cash,Unknown,2023-12-15,Low
2215,TXN_8888153,Coffee,5,2.0,10.0,Unknown,Unknown,2023-12-16,High
2216,TXN_3915802,Coffee,3,2.0,6.0,Cash,Takeaway,2023-12-16,Low
2217,TXN_5492822,Coffee,4,2.0,8.0,Digital Wallet,Takeaway,2023-12-16,Low
2218,TXN_8749404,Coffee,4,2.0,8.0,Digital Wallet,In-Store,2023-12-16,Low
2219,TXN_6791398,Coffee,1,2.0,2.0,Credit Card,Takeaway,2023-12-17,Low
2220,TXN_9391494,Coffee,1,2.0,2.0,Unknown,Unknown,2023-12-17,Low
2221,TXN_6580743,Coffee,1,2.0,2.0,Digital Wallet,Takeaway,2023-12-18,Low
2222,TXN_3918998,Coffee,5,2.0,10.0,Digital Wallet,Takeaway,2023-12-18,High
2223,TXN_4545512,Coffee,1,2.0,2.0,Unknown,Takeaway,2023-12-18,Low
2224,TXN_4383002,Coffee,1,2.0,2.0,Unknown,In-Store,2023-12-18,Low
2225,TXN_7604352,Coffee,0,2.0,6.0,Unknown,Takeaway,2023-12-19,Low
2226,TXN_9429128,Coffee,0,2.0,8.0,Credit Card,In-Store,2023-12-19,Low
2227,TXN_4283360,Coffee,2,2.0,4.0,Credit Card,In-Store,2023-12-19,Low
2228,TXN_2985748,Coffee,3,2.0,6.0,Unknown,Takeaway,2023-12-19,Low
2229,TXN_1398511,Coffee,5,2.0,10.0,Unknown,Takeaway,2023-12-19,High
2230,TXN_9296807,Coffee,3,2.0,6.0,Credit Card,Unknown,2023-12-20,Low
2231,TXN_2222893,Coffee,4,2.0,8.0,Unknown,Takeaway,2023-12-20,Low
2232,TXN_9616828,Coffee,2,2.0,4.0,Digital Wallet,Takeaway,2023-12-20,Low
2233,TXN_4700144,Coffee,4,2.0,8.0,Unknown,In-Store,2023-12-21,Low
2234,TXN_5927884,Coffee,4,2.0,8.0,Unknown,Unknown,2023-12-21,Low
2235,TXN_5535579,Coffee,5,2.0,10.0,Cash,In-Store,2023-12-21,High
2236,TXN_4359568,Coffee,3,2.0,6.0,Unknown,Unknown,2023-12-21,Low
2237,TXN_5618631,Coffee,5,2.0,10.0,Credit Card,In-Store,2023-12-21,High
2238,TXN_7558641,Coffee,1,2.0,2.0,Digital Wallet,In-Store,2023-12-22,Low
2239,TXN_5560205,Coffee,3,2.0,6.0,Cash,In-Store,2023-12-22,Low
2240,TXN_6290642,Coffee,4,2.0,0.0,Unknown,Takeaway,2023-12-23,Low
2241,TXN_7403839,Coffee,1,2.0,2.0,Unknown,Unknown,2023-12-23,Low
2242,TXN_7438831,Coffee,5,0.0,10.0,Unknown,Unknown,2023-12-24,High
2243,TXN_4076392,Coffee,3,2.0,6.0,Unknown,In-Store,2023-12-24,Low
2244,TXN_7656770,Coffee,1,2.0,2.0,Credit Card,Unknown,2023-12-24,Low
2245,TXN_3480562,Coffee,5,2.0,10.0,Unknown,Unknown,2023-12-24,High
2246,TXN_5473680,Coffee,3,2.0,6.0,Credit Card,Takeaway,2023-12-24,Low
2247,TXN_9944832,Coffee,3,2.0,6.0,Unknown,Unknown,2023-12-25,Low
2248,TXN_4266069,Coffee,1,2.0,2.0,Unknown,Unknown,2023-12-25,Low
2249,TXN_4628338,Coffee,0,2.0,0.0,Cash,Unknown,2023-12-25,Low
2250,TXN_5125382,Coffee,1,2.0,2.0,Digital Wallet,In-Store,2023-12-26,Low
2251,TXN_7641606,Coffee,3,2.0,6.0,Credit Card,Takeaway,2023-12-26,Low
2252,TXN_3484190,Coffee,5,2.0,10.0,Digital Wallet,Unknown,2023-12-27,High
2253,TXN_8640655,Coffee,3,2.0,6.0,Unknown,Unknown,2023-12-27,Low
2254,TXN_8348710,Coffee,1,2.0,2.0,Cash,In-Store,2023-12-27,Low
2255,TXN_4334932,Coffee,2,2.0,4.0,Unknown,In-Store,2023-12-27,Low
2256,TXN_9565246,Coffee,5,2.0,10.0,Cash,Unknown,2023-12-28,High
2257,TXN_8091357,Coffee,1,2.0,2.0,Cash,Unknown,2023-12-28,Low
2258,TXN_9841397,Coffee,4,2.0,8.0,Cash,In-Store,2023-12-28,Low
2259,TXN_6994245,Coffee,4,2.0,8.0,Digital Wallet,In-Store,2023-12-30,Low
2260,TXN_2699745,Coffee,4,2.0,8.0,Unknown,In-Store,2023-12-30,Low
2261,TXN_9738758,Coffee,1,2.0,0.0,Cash,In-Store,2023-12-31,Low
2262,TXN_7943008,Coffee,1,2.0,2.0,Credit Card,Unknown,2026-01-01,Low
2263,TXN_3665733,Coffee,5,2.0,10.0,Cash,Takeaway,2026-01-01,High
2264,TXN_3229758,Coffee,4,2.0,8.0,Cash,Takeaway,2026-01-01,Low
2265,TXN_6916047,Coffee,2,2.0,0.0,Digital Wallet,In-Store,2026-01-01,Low
2266,TXN_7833800,Coffee,2,2.0,4.0,Unknown,Takeaway,2026-01-01,Low
2267,TXN_1568657,Coffee,2,0.0,4.0,Cash,Unknown,2026-01-01,Low
2268,TXN_3942164,Coffee,4,2.0,8.0,Credit Card,Unknown,2026-01-01,Low
2269,TXN_7626939,Coffee,0,2.0,10.0,Unknown,Unknown,2026-01-01,High
2270,TXN_1789644,Coffee,4,2.0,8.0,Credit Card,In-Store,2026-01-01,Low
2271,TXN_7169320,Coffee,3,2.0,6.0,Credit Card,Unknown,2026-01-01,Low
2272,TXN_1529904,Coffee,1,2.0,2.0,Credit Card,In-Store,2026-01-01,Low
2273,TXN_3596456,Coffee,3,2.0,6.0,Digital Wallet,Takeaway,2026-01-01,Low
2274,TXN_7387701,Coffee,1,2.0,2.0,Cash,Takeaway,2026-01-01,Low
2275,TXN_9433806,Coffee,1,2.0,2.0,Unknown,Unknown,2026-01-01,Low
2276,TXN_7990902,Coffee,5,2.0,10.0,Unknown,In-Store,2026-01-01,High
2277,TXN_7469391,Coffee,5,2.0,10.0,Cash,In-Store,2026-01-01,High
2278,TXN_6286062,Coffee,1,2.0,2.0,Credit Card,Unknown,2026-01-01,Low
2279,TXN_8619494,Coffee,2,2.0,4.0,Digital Wallet,In-Store,2026-01-01,Low
2280,TXN_4476636,Coffee,3,0.0,6.0,Credit Card,In-Store,2026-01-01,Low
2281,TXN_4791031,Coffee,0,2.0,10.0,Cash,Unknown,2026-01-01,High
2282,TXN_4994052,Coffee,4,2.0,8.0,Unknown,Takeaway,2026-01-01,Low
2283,TXN_9550397,Coffee,4,2.0,8.0,Unknown,Unknown,2026-01-01,Low
2284,TXN_5896413,Coffee,3,2.0,6.0,Cash,In-Store,2026-01-01,Low
2285,TXN_2607233,Coffee,3,2.0,6.0,Cash,Takeaway,2026-01-01,Low
2286,TXN_1193930,Coffee,1,2.0,2.0,Cash,Unknown,2026-01-01,Low
2287,TXN_8152941,Coffee,3,2.0,6.0,Unknown,Takeaway,2026-01-01,Low
2288,TXN_5376589,Coffee,5,2.0,10.0,Cash,Takeaway,2026-01-01,High
2289,TXN_9617269,Coffee,1,2.0,2.0,Digital Wallet,Unknown,2026-01-01,Low
2290,TXN_2574545,Coffee,0,2.0,4.0,Unknown,In-Store,2026-01-01,Low
2291,TXN_5992635,Coffee,4,2.0,8.0,Digital Wallet,Takeaway,2026-01-01,Low
2292,TXN_9349471,Coffee,3,2.0,6.0,Digital Wallet,Unknown,2026-01-01,Low
2293,TXN_1827937,Coffee,1,2.0,2.0,Unknown,Takeaway,2026-01-01,Low
2294,TXN_9708632,Coffee,5,2.0,10.0,Unknown,In-Store,2026-01-01,High
2295,TXN_1621227,Coffee,2,2.0,4.0,Cash,Unknown,2026-01-01,Low
2296,TXN_4623468,Coffee,5,2.0,10.0,Credit Card,Takeaway,2026-01-01,High
2297,TXN_4988100,Coffee,1,2.0,2.0,Digital Wallet,In-Store,2026-01-01,Low
2298,TXN_3083412,Coffee,5,0.0,10.0,Credit Card,In-Store,2026-01-01,High
2299,TXN_7364110,Coffee,5,2.0,10.0,Cash,Unknown,2026-01-01,High
2300,TXN_4754723,Coffee,2,2.0,4.0,Credit Card,Unknown,2026-01-01,Low
2301,TXN_2062604,Coffee,2,2.0,4.0,Cash,In-Store,2026-01-01,Low
2302,TXN_7753584,Coffee,4,2.0,8.0,Unknown,Takeaway,2026-01-01,Low
2303,TXN_2354774,Coffee,5,2.0,10.0,Unknown,In-Store,2026-01-01,High
2304,TXN_6234882,Cookie,4,1.0,4.0,Credit Card,Unknown,2023-01-01,Low
2305,TXN_1026827,Cookie,4,1.0,4.0,Digital Wallet,In-Store,2023-01-02,Low
2306,TXN_1853298,Cookie,5,1.0,5.0,Credit Card,Unknown,2023-01-02,Low
2307,TXN_6079741,Cookie,0,1.0,4.0,Unknown,Takeaway,2023-01-02,Low
2308,TXN_2493262,Cookie,2,1.0,2.0,Credit Card,Takeaway,2023-01-03,Low
2309,TXN_2377708,Cookie,1,1.0,1.0,Unknown,Takeaway,2023-01-03,Low
2310,TXN_7355326,Cookie,1,1.0,1.0,Unknown,Unknown,2023-01-03,Low
2311,TXN_7041367,Cookie,4,1.0,4.0,Unknown,Unknown,2023-01-04,Low
2312,TXN_1622123,Cookie,2,1.0,2.0,Cash,Takeaway,2023-01-05,Low
2313,TXN_1324968,Cookie,3,1.0,3.0,Credit Card,In-Store,2023-01-05,Low
2314,TXN_3313534,Cookie,2,1.0,2.0,Digital Wallet,In-Store,2023-01-05,Low
2315,TXN_1180969,Cookie,1,1.0,0.0,Digital Wallet,In-Store,2023-01-06,Low
2316,TXN_1671480,Cookie,5,1.0,5.0,Unknown,Unknown,2023-01-06,Low
2317,TXN_2696664,Cookie,5,1.0,5.0,Unknown,In-Store,2023-01-07,Low
2318,TXN_1090854,Cookie,0,1.0,3.0,Credit Card,In-Store,2023-01-07,Low
2319,TXN_8285752,Cookie,4,1.0,4.0,Unknown,In-Store,2023-01-07,Low
2320,TXN_4177717,Cookie,1,1.0,1.0,Unknown,Unknown,2023-01-07,Low
2321,TXN_2631423,Cookie,3,1.0,3.0,Cash,Takeaway,2023-01-07,Low
2322,TXN_1010950,Cookie,0,1.0,1.0,Digital Wallet,Takeaway,2023-01-07,Low
2323,TXN_4064326,Cookie,2,1.0,2.0,Cash,Takeaway,2023-01-07,Low
2324,TXN_8661276,Cookie,1,1.0,1.0,Digital Wallet,In-Store,2023-01-07,Low
2325,TXN_1193551,Cookie,1,1.0,1.0,Unknown,Takeaway,2023-01-07,Low
2326,TXN_6857799,Cookie,4,1.0,4.0,Cash,Unknown,2023-01-08,Low
2327,TXN_3700419,Cookie,4,1.0,4.0,Unknown,Unknown,2023-01-09,Low
2328,TXN_1993675,Cookie,3,1.0,3.0,Cash,Takeaway,2023-01-09,Low
2329,TXN_2494138,Cookie,3,1.0,3.0,Cash,Unknown,2023-01-10,Low
2330,TXN_5660949,Cookie,3,1.0,3.0,Credit Card,In-Store,2023-01-10,Low
2331,TXN_7855761,Cookie,1,1.0,1.0,Cash,In-Store,2023-01-10,Low
2332,TXN_5222176,Cookie,4,1.0,4.0,Unknown,In-Store,2023-01-11,Low
2333,TXN_5337074,Cookie,3,1.0,3.0,Credit Card,In-Store,2023-01-12,Low
2334,TXN_6018020,Cookie,2,1.0,2.0,Credit Card,Takeaway,2023-01-12,Low
2335,TXN_4808700,Cookie,4,1.0,4.0,Cash,Takeaway,2023-01-13,Low
2336,TXN_3956393,Cookie,4,1.0,4.0,Credit Card,In-Store,2023-01-14,Low
2337,TXN_2980632,Cookie,3,1.0,3.0,Credit Card,Takeaway,2023-01-14,Low
2338,TXN_5124080,Cookie,1,1.0,1.0,Credit Card,In-Store,2023-01-14,Low
2339,TXN_4568452,Cookie,3,1.0,3.0,Digital Wallet,In-Store,2023-01-14,Low
2340,TXN_3793672,Cookie,5,1.0,5.0,Credit Card,Unknown,2023-01-14,Low
2341,TXN_8191202,Cookie,2,0.0,2.0,Digital Wallet,In-Store,2023-01-14,Low
2342,TXN_6572164,Cookie,4,1.0,4.0,Credit Card,Takeaway,2023-01-15,Low
2343,TXN_9880967,Cookie,0,1.0,3.0,Credit Card,In-Store,2023-01-15,Low
2344,TXN_4359885,Cookie,2,1.0,2.0,Credit Card,In-Store,2023-01-16,Low
2345,TXN_9579691,Cookie,5,1.0,5.0,Credit Card,In-Store,2023-01-16,Low
2346,TXN_2035772,Cookie,2,0.0,2.0,Cash,Unknown,2023-01-17,Low
2347,TXN_7556108,Cookie,5,1.0,5.0,Unknown,Takeaway,2023-01-17,Low
2348,TXN_5105810,Cookie,5,0.0,5.0,Unknown,Takeaway,2023-01-17,Low
2349,TXN_1850339,Cookie,5,1.0,5.0,Cash,Takeaway,2023-01-17,Low
2350,TXN_5431854,Cookie,3,1.0,3.0,Unknown,In-Store,2023-01-18,Low
2351,TXN_2050630,Cookie,3,1.0,3.0,Unknown,Takeaway,2023-01-18,Low
2352,TXN_6053755,Cookie,4,1.0,4.0,Digital Wallet,Takeaway,2023-01-18,Low
2353,TXN_3749365,Cookie,3,1.0,3.0,Cash,Unknown,2023-01-19,Low
2354,TXN_7780748,Cookie,3,1.0,3.0,Credit Card,In-Store,2023-01-19,Low
2355,TXN_3332915,Cookie,2,1.0,2.0,Unknown,Takeaway,2023-01-19,Low
2356,TXN_7908153,Cookie,3,1.0,3.0,Cash,In-Store,2023-01-19,Low
2357,TXN_7039529,Cookie,3,1.0,0.0,Digital Wallet,In-Store,2023-01-19,Low
2358,TXN_7644786,Cookie,3,1.0,0.0,Credit Card,Takeaway,2023-01-20,Low
2359,TXN_7958487,Cookie,5,1.0,5.0,Unknown,Unknown,2023-01-20,Low
2360,TXN_2402978,Cookie,3,1.0,3.0,Credit Card,In-Store,2023-01-21,Low
2361,TXN_8540499,Cookie,3,1.0,3.0,Cash,In-Store,2023-01-22,Low
2362,TXN_2316206,Cookie,1,1.0,1.0,Credit Card,In-Store,2023-01-23,Low
2363,TXN_5944318,Cookie,1,1.0,1.0,Cash,Unknown,2023-01-23,Low
2364,TXN_9803409,Cookie,4,1.0,4.0,Unknown,In-Store,2023-01-24,Low
2365,TXN_7843112,Cookie,4,1.0,4.0,Unknown,Unknown,2023-01-25,Low
2366,TXN_5902629,Cookie,3,1.0,3.0,Cash,Takeaway,2023-01-26,Low
2367,TXN_9926931,Cookie,5,1.0,0.0,Unknown,Takeaway,2023-01-26,Low
2368,TXN_4992510,Cookie,4,1.0,4.0,Cash,In-Store,2023-01-26,Low
2369,TXN_7362776,Cookie,0,1.0,5.0,Unknown,In-Store,2023-01-26,Low
2370,TXN_5634135,Cookie,2,0.0,2.0,Unknown,Unknown,2023-01-27,Low
2371,TXN_7982985,Cookie,1,1.0,1.0,Credit Card,Unknown,2023-01-27,Low
2372,TXN_9069297,Cookie,4,1.0,4.0,Credit Card,In-Store,2023-01-27,Low
2373,TXN_9323215,Cookie,3,1.0,3.0,Unknown,Unknown,2023-01-27,Low
2374,TXN_2640771,Cookie,2,1.0,2.0,Digital Wallet,Takeaway,2023-01-27,Low
2375,TXN_6795640,Cookie,4,1.0,4.0,Digital Wallet,Takeaway,2023-01-28,Low
2376,TXN_2508266,Cookie,1,1.0,1.0,Unknown,Unknown,2023-01-28,Low
2377,TXN_5696844,Cookie,2,1.0,2.0,Unknown,In-Store,2023-01-29,Low
2378,TXN_5173881,Cookie,3,1.0,3.0,Cash,Takeaway,2023-01-29,Low
2379,TXN_9523335,Cookie,4,1.0,4.0,Credit Card,Unknown,2023-01-29,Low
2380,TXN_2345326,Cookie,0,1.0,3.0,Digital Wallet,Takeaway,2023-01-29,Low
2381,TXN_2897794,Cookie,4,1.0,4.0,Credit Card,Takeaway,2023-01-29,Low
2382,TXN_2747156,Cookie,1,1.0,1.0,Unknown,In-Store,2023-01-29,Low
2383,TXN_8134280,Cookie,1,1.0,1.0,Digital Wallet,Takeaway,2023-01-29,Low
2384,TXN_6650875,Cookie,5,1.0,5.0,Credit Card,Takeaway,2023-01-29,Low
2385,TXN_8209125,Cookie,3,1.0,3.0,Credit Card,Takeaway,2023-01-30,Low
2386,TXN_7002929,Cookie,1,1.0,1.0,Unknown,In-Store,2023-01-30,Low
2387,TXN_4350854,Cookie,2,1.0,2.0,Cash,In-Store,2023-01-31,Low
2388,TXN_5499915,Cookie,2,1.0,2.0,Digital Wallet,Takeaway,2023-02-01,Low
2389,TXN_5226635,Cookie,4,1.0,4.0,Credit Card,Takeaway,2023-02-01,Low
2390,TXN_1724233,Cookie,5,1.0,5.0,Digital Wallet,Takeaway,2023-02-01,Low
2391,TXN_6063689,Cookie,3,1.0,3.0,Cash,In-Store,2023-02-01,Low
2392,TXN_6873127,Cookie,1,1.0,1.0,Unknown,In-Store,2023-02-02,Low
2393,TXN_6200423,Cookie,1,1.0,1.0,Unknown,In-Store,2023-02-03,Low
2394,TXN_1982031,Cookie,4,1.0,4.0,Cash,Takeaway,2023-02-03,Low
2395,TXN_4428448,Cookie,4,1.0,4.0,Unknown,Unknown,2023-02-04,Low
2396,TXN_1632205,Cookie,4,1.0,4.0,Unknown,In-Store,2023-02-04,Low
2397,TXN_7738316,Cookie,4,1.0,4.0,Unknown,Unknown,2023-02-04,Low
2398,TXN_4787990,Cookie,3,1.0,3.0,Digital Wallet,Unknown,2023-02-04,Low
2399,TXN_5216430,Cookie,3,0.0,3.0,Unknown,Unknown,2023-02-05,Low
2400,TXN_5050993,Cookie,4,1.0,4.0,Unknown,Unknown,2023-02-06,Low
2401,TXN_1056277,Cookie,0,1.0,5.0,Unknown,Unknown,2023-02-06,Low
2402,TXN_1181626,Cookie,4,1.0,4.0,Unknown,Takeaway,2023-02-06,Low
2403,TXN_6451043,Cookie,2,1.0,2.0,Unknown,In-Store,2023-02-06,Low
2404,TXN_7777864,Cookie,3,1.0,0.0,Unknown,In-Store,2023-02-06,Low
2405,TXN_4006771,Cookie,3,1.0,3.0,Credit Card,Unknown,2023-02-06,Low
2406,TXN_9410981,Cookie,2,1.0,2.0,Unknown,Takeaway,2023-02-07,Low
2407,TXN_6228999,Cookie,5,1.0,5.0,Unknown,Unknown,2023-02-07,Low
2408,TXN_2482242,Cookie,4,1.0,4.0,Unknown,Unknown,2023-02-07,Low
2409,TXN_1927431,Cookie,1,1.0,1.0,Credit Card,In-Store,2023-02-07,Low
2410,TXN_3369191,Cookie,5,1.0,5.0,Cash,Takeaway,2023-02-07,Low
2411,TXN_5070577,Cookie,0,1.0,4.0,Credit Card,Takeaway,2023-02-07,Low
2412,TXN_6218380,Cookie,4,1.0,4.0,Cash,In-Store,2023-02-07,Low
2413,TXN_2946829,Cookie,2,1.0,2.0,Digital Wallet,Takeaway,2023-02-08,Low
2414,TXN_7905741,Cookie,5,1.0,5.0,Credit Card,Unknown,2023-02-08,Low
2415,TXN_7123353,Cookie,4,1.0,4.0,Unknown,In-Store,2023-02-08,Low
2416,TXN_6595038,Cookie,2,0.0,2.0,Unknown,Unknown,2023-02-08,Low
2417,TXN_4385240,Cookie,4,1.0,4.0,Cash,Takeaway,2023-02-10,Low
2418,TXN_2651789,Cookie,1,1.0,1.0,Unknown,Takeaway,2023-02-10,Low
2419,TXN_4640977,Cookie,3,1.0,3.0,Credit Card,In-Store,2023-02-11,Low
2420,TXN_9934619,Cookie,1,1.0,1.0,Unknown,In-Store,2023-02-11,Low
2421,TXN_3632064,Cookie,5,1.0,5.0,Cash,Unknown,2023-02-12,Low
